R#,PLAYER,POS,TEAM,GP,MPG,FG%,FT%,3PM,PTS,TREB,AST,STL,BLK,TO,TOTAL,FGA,FGM,FTA,FTM
311,Georges Niang,"SF,PF",UTA,50,12.8,0.444 (99.5/224.0),0.811 (15.0/18.5),64.0,278.0,87.0,32.0,13.5,4.5,23.0,-6.13,224.0,99.5,18.5,15.0
312,Aaron Nesmith,"SG,SF",BOS,50,14.5,0.404 (115.5/286.0),0.752 (39.5/52.5),56.0,326.5,113.0,35.0,21.0,11.0,38.0,-6.17,286.0,115.5,52.5,39.5
313,Cheick Diallo,"PF,C",PHX,40,9.4,0.668 (74.0/110.8),0.878 (26.0/29.6),0.0,174.0,103.6,18.4,7.2,11.2,26.0,-6.20,110.8,74.0,29.6,26.0
314,Ryan Arcidiacono,PG,CHI,50,14.1,0.415 (70.5/170.0),0.750 (22.5/30.0),49.5,213.0,85.0,75.5,20.5,5.0,30.0,-6.20,170.0,70.5,30.0,22.5
315,Desmond Bane,"PG,SG",MEM,44,16.7,0.423 (93.3/220.4),0.805 (30.8/38.3),44.4,262.2,89.3,44.4,18.5,9.2,35.6,-6.23,220.4,93.3,38.3,30.8
316,Damyean Dotson,SG,NYK,44,17.1,0.417 (108.2/259.6),0.733 (19.4/26.4),53.7,289.1,82.3,51.9,21.6,4.4,17.2,-6.27,259.6,108.2,26.4,19.4
317,Devin Vassell,SG,SAS,38,14.0,0.429 (77.5/180.9),0.746 (20.1/27.0),38.4,213.6,78.3,34.6,20.9,15.6,28.9,-6.27,180.9,77.5,27.0,20.1
318,Jevon Carter,PG,PHX,40,12.8,0.439 (53.2/121.2),0.795 (12.4/15.6),34.0,153.2,62.8,44.0,25.2,9.6,15.6,-6.31,121.2,53.2,15.6,12.4
319,Gary Clark,"SF,PF",ORL,40,14.8,0.394 (65.2/165.6),0.800 (16.0/20.0),50.0,196.4,110.4,35.2,5.2,20.0,5.2,-6.32,165.6,65.2,20.0,16.0
320,Patrick McCaw,"SG,SF",TOR,38,22.3,0.410 (62.3/152.0),0.720 (13.7/19.0),20.9,159.2,79.4,72.6,38.0,3.4,27.7,-6.33,152.0,62.3,19.0,13.7
321,Kenrich Williams,"SF,PF",NOP,35,19.4,0.379 (49.7/131.3),0.616 (18.6/30.1),26.6,144.6,155.1,48.7,22.8,16.1,19.3,-6.43,131.3,49.7,30.1,18.6
322,Wayne Ellington,"SG,SF",DET,45,14.1,0.378 (72.5/191.7),0.800 (12.6/15.8),68.9,226.8,77.0,51.3,17.1,4.1,21.2,-6.44,191.7,72.5,15.8,12.6
323,Jake Layman,"SF,PF",MIN,45,14.2,0.449 (108.5/241.7),0.711 (31.1/43.7),31.1,279.5,74.7,21.6,21.6,12.2,31.1,-6.51,241.7,108.5,43.7,31.1
324,Abdel Nader,"SF,PF",OKL,40,12.7,0.455 (88.0/193.2),0.748 (32.0/42.8),33.6,241.6,68.0,24.8,14.4,14.4,28.4,-6.52,193.2,88.0,42.8,32.0
325,David Nwaba,"SG,SF",HOU,40,12.7,0.470 (64.8/138.0),0.643 (32.4/50.4),21.6,184.0,79.2,14.4,21.6,21.6,14.4,-6.60,138.0,64.8,50.4,32.4
326,Mario Hezonja The Mario experiment is over,"SF,PF",POR,44,12.6,0.389 (58.5/150.5),0.814 (30.8/37.8),17.2,165.0,120.1,30.8,24.2,7.0,27.3,-6.75,150.5,58.5,37.8,30.8
327,Timothe Luwawu-Cabarrot,"SG,SF",BRO,38,12.5,0.443 (72.6/163.8),0.828 (42.2/50.9),38.0,225.3,73.7,11.4,11.4,3.8,22.8,-6.82,163.8,72.6,50.9,42.2
328,Keita Bates-Diop,"SF,PF",DEN,36,13.6,0.449 (70.2/156.2),0.722 (37.4/51.8),26.6,204.5,83.9,18.7,11.5,14.8,15.5,-6.84,156.2,70.2,51.8,37.4
329,Frank Jackson,PG,NOP,52,13.2,0.411 (117.0/285.0),0.762 (51.5/67.6),40.6,326.0,71.2,51.0,15.1,5.2,40.6,-6.85,285.0,117.0,67.6,51.5
330,"DeAndre' Bembry Bembry hasn't taken the opportunities he has been given so far, and with Atlanta adding Hunter and Reddish it's hard to find a path for big minutes","SF,PF",ATL,42,14.4,0.451 (67.2/149.1),0.569 (17.2/30.2),10.1,161.3,75.6,44.9,31.9,10.1,38.6,-6.87,149.1,67.2,30.2,17.2
331,Dante Exum,"SG,SF",CLE,34,17.4,0.448 (71.4/159.5),0.752 (41.1/54.7),17.3,201.3,81.9,51.3,17.3,7.1,47.9,-6.87,159.5,71.4,54.7,41.1
332,Bol Bol,"PF,C",DEN,20,13.7,0.487 (46.4/95.2),0.821 (25.6/31.2),12.4,130.8,62.8,21.0,7.0,21.0,32.6,-6.88,95.2,46.4,31.2,25.6
333,Jalen Smith,PF,PHX,40,13.5,0.444 (62.8/141.6),0.726 (27.6/38.0),20.4,173.6,112.8,16.0,9.2,16.8,28.4,-6.90,141.6,62.8,38.0,27.6
334,"Denzel Valentine Has run out of opportunities in Chicago, and he's older than most people think.","SG,SF",CHI,32,10.6,0.427 (73.9/173.1),0.750 (6.7/9.0),35.5,190.1,54.7,32.3,17.3,6.7,22.4,-6.90,173.1,73.9,9.0,6.7
335,Rodney McGruder,"SG,SF",DET,50,14.2,0.421 (60.0/142.5),0.651 (14.0/21.5),18.5,152.5,124.5,32.5,23.0,4.5,18.5,-6.91,142.5,60.0,21.5,14.0
336,Theo Maledon,PG,OKL,40,15.4,0.424 (84.0/198.0),0.750 (30.0/40.0),32.0,230.0,64.0,96.0,12.0,0.8,60.0,-6.95,198.0,84.0,40.0,30.0
337,Elie Okobo,PG,PHX,38,12.7,0.413 (50.5/122.4),0.762 (37.6/49.4),18.6,156.9,59.3,77.9,18.6,3.8,25.8,-6.95,122.4,50.5,49.4,37.6
338,Dylan Windler,SF,CLE,30,10.5,0.457 (60.3/132.0),0.832 (23.7/28.5),16.5,160.8,53.7,33.3,19.5,4.5,42.3,-7.02,132.0,60.3,28.5,23.7
339,Bruno Fernando His value took a huge hit with the addition of Capela,C,ATL,50,10.2,0.516 (74.5/144.5),0.577 (20.5/35.5),5.0,174.5,140.0,35.0,10.0,10.0,30.0,-7.03,144.5,74.5,35.5,20.5
340,Drew Eubanks,"PF,C",SAS,22,11.7,0.668 (41.6/62.3),0.752 (18.7/24.9),0.0,101.6,81.0,14.5,4.2,16.5,20.7,-7.04,62.3,41.6,24.9,18.7
341,Rodions Kurucs Didn't play well enough last season when given the opportunity to show that he'll play well enough behind a healthy Durant.,"PF,C",BRO,42,12.0,0.453 (59.2/130.6),0.662 (18.9/28.6),25.6,163.0,92.4,34.0,17.2,4.6,38.2,-7.06,130.6,59.2,28.6,18.9
342,"Brandon Goodwin Trae's back-up, so it's hard seeing him get enough playing time to be fantasy relevant - he's a good follow on Twitter, though",PG,ATL,40,9.5,0.402 (70.8/176.0),0.918 (26.8/29.2),26.0,194.8,59.6,54.8,11.6,2.8,32.0,-7.07,176.0,70.8,29.2,26.8
343,Semi Ojeleye,"SF,PF",BOS,48,14.4,0.412 (58.1/141.1),0.804 (19.7/24.5),34.1,169.9,96.0,19.7,10.1,5.3,15.8,-7.08,141.1,58.1,24.5,19.7
344,Cameron Payne Did enough work at the end of the regular season to get himself another contract somewhere in the NBA,"PG,SG",PHX,34,9.1,0.448 (55.4/123.8),0.833 (10.2/12.2),25.8,146.5,52.7,40.5,13.6,2.7,19.0,-7.13,123.8,55.4,12.2,10.2
345,Alfonzo McKinnie,"SF,PF",LAL,40,12.1,0.431 (60.4/140.0),0.718 (20.4/28.4),12.4,153.6,94.0,12.4,22.0,8.8,34.8,-7.15,140.0,60.4,28.4,20.4
346,Xavier Tillman,PF,MEM,30,12.1,0.494 (46.2/93.6),0.710 (21.3/30.0),3.3,117.0,93.6,26.1,9.6,14.1,21.3,-7.18,93.6,46.2,30.0,21.3
347,Hamidou Diallo Has been overtaken on the depth chart by Dort,"SG,SF",OKL,40,10.4,0.454 (84.0/185.2),0.629 (26.4/42.0),9.6,203.6,107.2,23.2,23.2,5.6,32.0,-7.20,185.2,84.0,42.0,26.4
348,Mike Muscala,"PF,C",OKL,40,8.4,0.436 (48.0/110.0),0.824 (11.2/13.6),30.4,137.6,63.2,24.8,5.6,8.4,11.2,-7.21,110.0,48.0,13.6,11.2
349,Willy Hernangomez The experiment was over before it began. Not much to see here unless major injuries happen.,C,NOP,32,11.9,0.533 (69.8/130.9),0.630 (34.9/55.4),5.8,180.5,128.0,26.2,8.6,5.8,26.2,-7.33,130.9,69.8,55.4,34.9
350,Dwayne Bacon He started last season strong (averaged 27.6 minutes per game in October) but was quickly overtaken on the depth chart and doesn't look to be fantasy relevant in 2020-21.,SG,ORL,40,16.4,0.362 (88.4/244.0),0.674 (38.0/56.4),29.6,244.4,105.2,48.0,28.0,4.0,44.0,-7.38,244.0,88.4,56.4,38.0
351,Luke Kornet,C,CHI,30,10.9,0.438 (48.3/110.4),0.683 (12.3/18.0),22.5,131.4,48.0,18.0,6.0,15.3,12.3,-7.39,110.4,48.3,18.0,12.3
352,Chandler Hutchison,"SF,PF",CHI,30,12.8,0.463 (66.6/144.0),0.622 (37.5/60.3),15.3,186.0,90.0,21.3,21.3,6.6,28.5,-7.41,144.0,66.6,60.3,37.5
353,Quinn Cook,PG,LAL,40,11.2,0.430 (82.0/190.8),0.793 (9.2/11.6),27.2,200.0,46.8,42.8,11.6,0.0,31.2,-7.42,190.8,82.0,11.6,9.2
354,Chris Chiozza,PG,BRO,18,12.1,0.449 (27.0/60.1),0.714 (1.8/2.5),12.4,68.2,26.6,49.5,17.6,3.6,16.0,-7.44,60.1,27.0,2.5,1.8
355,Jerome Robinson,"PG,SG",WAS,40,14.7,0.344 (57.2/166.4),0.677 (17.6/26.0),26.0,158.0,72.8,57.2,15.6,10.4,31.2,-7.47,166.4,57.2,26.0,17.6
356,Tony Snell,"SG,SF",ATL,36,10.2,0.439 (41.4/94.3),0.900 (6.5/7.2),24.8,113.8,27.7,32.0,7.2,4.3,7.2,-7.53,94.3,41.4,7.2,6.5
357,Michael Kidd-Gilchrist,"SF,PF",DAL,40,12.8,0.384 (63.2/164.4),0.763 (24.4/32.0),12.4,163.2,114.0,28.4,8.8,9.2,29.6,-7.53,164.4,63.2,32.0,24.4
358,Nicolas Claxton Still very raw and won't be getting much playing time playing behind Jordan and Allen.,C,BRO,40,10.5,0.559 (60.4/108.0),0.529 (25.6/48.4),4.4,150.8,102.4,28.0,4.0,16.0,28.0,-7.56,108.0,60.4,48.4,25.6
359,Cristiano Felicio,C,CHI,32,11.1,0.565 (29.1/51.5),0.754 (16.6/22.1),0.0,74.9,102.4,12.8,9.6,3.5,19.2,-7.57,51.5,29.1,22.1,16.6
360,Jalen McDaniels,"PF,C",CHA,18,17.6,0.478 (36.4/76.1),0.821 (15.7/19.1),11.9,100.1,69.3,13.9,8.6,3.4,13.9,-7.57,76.1,36.4,19.1,15.7
361,Isaiah Stewart,"PF,C",DET,30,12.5,0.462 (47.4/102.6),0.757 (25.2/33.3),0.0,120.0,89.7,10.2,9.3,9.6,24.9,-7.58,102.6,47.4,33.3,25.2
362,Marko Guduric,"SG,SF",MEM,35,10.1,0.390 (45.2/115.9),0.836 (16.1/19.3),19.3,125.3,51.5,32.2,9.8,6.3,25.6,-7.60,115.9,45.2,19.3,16.1
363,Edmond Sumner,"PG,SG",IND,28,12.8,0.435 (49.8/114.5),0.613 (13.7/22.4),12.3,125.7,37.2,44.8,12.3,7.6,17.4,-7.66,114.5,49.8,22.4,13.7
364,Frank Kaminsky,C,PHX,20,14.5,0.443 (51.0/115.2),0.696 (23.4/33.6),16.0,141.4,65.6,27.6,5.8,4.4,13.2,-7.75,115.2,51.0,33.6,23.4
365,Vernon Carey Jr,C,CHA,20,9.8,0.524 (39.8/76.0),0.680 (13.6/20.0),2.0,95.0,72.0,6.0,4.0,10.0,14.0,-7.77,76.0,39.8,20.0,13.6
366,PJ Dozier,"PG,SG",DEN,24,13.6,0.396 (53.8/135.6),0.713 (17.3/24.2),12.5,137.3,46.8,50.9,10.8,5.0,23.8,-7.77,135.6,53.8,24.2,17.3
367,Chimezie Metu,PF,SAS,20,5.4,0.565 (26.0/46.0),0.779 (12.0/15.4),0.0,64.0,38.0,12.0,4.0,6.0,12.0,-8.01,46.0,26.0,15.4,12.0
368,Malachi Flynn,PG,TOR,20,12.4,0.421 (27.0/64.2),0.833 (12.0/14.4),14.0,79.8,32.6,26.4,6.4,0.8,17.4,-8.02,64.2,27.0,14.4,12.0
369,Jordan Bell,"PF,C",LAL,20,14.5,0.441 (44.2/100.2),0.638 (22.2/34.8),6.2,116.8,64.6,12.0,8.2,9.0,23.0,-8.04,100.2,44.2,34.8,22.2
370,Ed Davis,"PF,C",NYK,20,10.4,0.500 (15.4/30.8),0.559 (3.8/6.8),0.0,34.6,71.2,7.8,7.8,5.8,9.6,-8.04,30.8,15.4,6.8,3.8
371,Anzejs Pasecniks,C,WAS,20,14.1,0.535 (40.0/74.8),0.617 (22.6/36.6),0.0,102.8,69.6,12.2,5.2,7.0,15.6,-8.06,74.8,40.0,36.6,22.6
372,Robert Woodard II,SG,SAC,20,13.2,0.426 (29.8/70.0),0.714 (10.0/14.0),8.0,77.6,48.0,14.0,8.0,4.0,14.0,-8.07,70.0,29.8,14.0,10.0
373,TJ Leaf,"PF,C",IND,30,7.2,0.418 (34.5/82.5),0.606 (6.0/9.9),5.4,80.4,66.6,8.1,10.5,2.7,8.1,-8.09,82.5,34.5,9.9,6.0
374,Zhaire Smith,SG,DET,18,12.4,0.426 (61.2/143.8),0.672 (32.8/48.8),10.6,166.0,27.0,27.0,18.0,0.0,27.0,-8.10,143.8,61.2,48.8,32.8
375,RJ Hampton,PG,DEN,24,12.1,0.411 (29.5/71.8),0.800 (2.9/3.6),6.0,67.9,44.4,20.2,7.4,3.8,17.3,-8.11,71.8,29.5,3.6,2.9
376,Kelan Martin,"SF,PF",MIN,28,10.1,0.396 (40.6/102.5),0.733 (17.6/24.1),14.3,113.1,54.9,12.3,3.6,5.3,10.6,-8.12,102.5,40.6,24.1,17.6
377,Garrison Mathews,"SG,SF",WAS,12,11.4,0.450 (14.5/32.3),0.898 (19.0/21.1),12.2,60.1,14.5,6.7,4.4,1.1,4.4,-8.14,32.3,14.5,21.1,19.0
378,Payton Pritchard,PG,BOS,22,10.4,0.403 (27.5/68.2),0.787 (10.6/13.4),15.6,81.2,19.8,28.6,6.8,0.2,15.4,-8.14,68.2,27.5,13.4,10.6
379,Terrance Ferguson,"SG,SF",PHI,40,9.4,0.358 (23.6/66.0),0.765 (5.2/6.8),15.2,67.6,22.0,15.2,8.4,5.2,10.0,-8.15,66.0,23.6,6.8,5.2
380,Luka Samanic,PF,SAS,10,17.2,0.379 (19.9/52.5),0.766 (11.1/14.5),11.1,62.0,36.7,22.2,0.0,7.8,7.8,-8.17,52.5,19.9,14.5,11.1
381,Devon Dotson,"PG,SG",CHI,20,10.1,0.418 (28.4/68.0),0.750 (15.0/20.0),10.2,82.0,26.0,28.0,8.0,0.2,18.8,-8.18,68.0,28.4,20.0,15.0
382,D.J. Wilson,PF,MIL,30,8.8,0.412 (39.9/96.9),0.600 (8.1/13.5),13.8,101.7,67.2,18.9,2.7,2.7,13.5,-8.19,96.9,39.9,13.5,8.1
383,DaQuan Jeffries,PG,SAC,18,10.1,0.484 (25.0/51.7),0.804 (6.7/8.3),6.7,63.4,23.4,8.3,5.0,1.6,3.4,-8.23,51.7,25.0,8.3,6.7
384,Josh Green,"SG,SF",DAL,20,12.1,0.419 (22.4/53.4),0.768 (8.6/11.2),6.2,59.8,28.8,10.2,8.2,2.8,15.2,-8.25,53.4,22.4,11.2,8.6
385,Ty Jerome,"PG,SG",OKL,22,9.1,0.332 (23.3/70.2),0.745 (7.7/10.3),9.7,64.5,29.3,27.3,9.7,2.0,11.7,-8.29,70.2,23.3,10.3,7.7
387,Isaiah Joe,SG,PHI,26,7.4,0.407 (28.6/70.2),0.780 (8.3/10.7),18.2,83.7,18.2,10.4,5.2,0.3,13.0,-8.29,70.2,28.6,10.7,8.3
386,Jordan Nwora,SF,MIL,22,9.0,0.410 (27.1/66.0),0.750 (9.9/13.2),11.0,75.0,39.6,8.8,4.4,2.2,13.2,-8.29,66.0,27.1,13.2,9.9
388,Grant Riller,PG,CHA,20,10.4,0.420 (26.4/62.8),0.760 (15.2/20.0),10.8,78.8,20.4,14.4,6.4,0.4,12.2,-8.31,62.8,26.4,20.0,15.2
389,Precious Achiuwa,"SF,PF",MIA,20,10.2,0.439 (20.2/46.0),0.648 (9.2/14.2),2.4,52.2,47.6,6.4,4.2,6.4,12.6,-8.32,46.0,20.2,14.2,9.2
390,Tremont Waters,PG,BOS,10,15.8,0.359 (20.2/56.3),0.769 (11.3/14.7),7.5,59.2,19.3,20.0,10.0,2.5,23.3,-8.33,56.3,20.2,14.7,11.3
392,Justin James,"SG,SF",SAC,34,6.7,0.435 (35.0/80.6),0.500 (10.5/21.1),7.1,87.7,31.6,17.7,7.1,7.1,7.1,-8.34,80.6,35.0,21.1,10.5
391,Dzanan Musa,"SF,PF",DET,22,10.4,0.380 (28.8/75.9),0.752 (20.0/26.6),9.0,86.7,35.2,18.5,6.8,1.1,15.4,-8.34,75.9,28.8,26.6,20.0
393,Wenyen Gabriel,PF,POR,18,10.1,0.439 (21.4/48.8),0.616 (16.2/26.3),4.0,63.0,29.2,9.7,9.7,6.5,16.2,-8.34,48.8,21.4,26.3,16.2
394,Solomon Hill,"SG,SF",ATL,14,10.2,0.425 (16.0/37.5),0.689 (4.3/6.3),9.4,45.8,23.5,15.7,4.8,0.8,6.3,-8.36,37.5,16.0,6.3,4.3
395,Tyrell Terry,PG,DAL,20,10.1,0.372 (22.2/59.6),0.782 (12.2/15.6),9.4,66.0,24.6,30.8,4.2,0.2,15.8,-8.38,59.6,22.2,15.6,12.2
396,Admiral Schofield,"SF,PF",WAS,28,9.5,0.391 (26.0/66.6),0.595 (7.0/11.8),14.3,73.6,33.3,11.8,4.8,2.2,4.8,-8.38,66.6,26.0,11.8,7.0
397  1 1,Thanasis Antetokounmpo,SF,MIL,20,7.2,0.491 (27.0/55.0),0.549 (9.0/16.4),0.0,63.0,27.0,18.0,9.0,2.2,13.6,-8.39,55.0,27.0,16.4,9.0
398  1 1,Johnathan Williams,PF,WAS,12,11.3,0.562 (14.6/26.0),0.553 (5.6/10.2),0.0,35.0,48.6,5.6,1.1,5.6,3.4,-8.39,26.0,14.6,10.2,5.6
399,Romeo Langford Seems like his ceiling is being a low-end rotation player,SG,BOS,26,11.8,0.383 (24.7/64.5),0.762 (16.6/21.8),5.5,71.5,34.1,10.4,5.2,2.6,10.4,-8.42,64.5,24.7,21.8,16.6
400,Justin Patton,C,DET,18,14.1,0.414 (43.7/105.7),0.600 (2.2/3.6),10.6,100.4,52.9,21.1,0.0,0.0,21.1,-8.42,105.7,43.7,3.6,2.2
401,Tacko Fall,C,BOS,8,4.4,0.801 (12.2/15.3),0.526 (1.6/3.0),0.0,26.1,16.1,0.8,2.3,4.6,3.0,-8.42,15.3,12.2,3.0,1.6
402,Elijah Hughes,SG,UTA,18,9.2,0.382 (23.4/61.2),0.743 (9.4/12.6),9.0,65.2,23.4,14.4,3.6,3.6,10.8,-8.42,61.2,23.4,12.6,9.4
403,Immanuel Quickley,PG,NYK,19,8.2,0.385 (19.0/49.4),0.850 (6.5/7.6),11.4,55.9,22.8,11.4,3.8,0.2,7.6,-8.43,49.4,19.0,7.6,6.5
404,Skal Labissiere,"PF,C",ATL,24,8.6,0.462 (19.0/41.0),0.707 (7.0/9.8),1.7,46.6,32.6,7.0,1.7,4.8,7.0,-8.43,41.0,19.0,9.8,7.0
405,Stanley Johnson,"SG,SF",TOR,20,6.1,0.377 (18.4/48.8),0.672 (8.2/12.2),6.2,50.8,30.4,16.2,4.0,4.0,12.2,-8.45,48.8,18.4,12.2,8.2
406,Nicolas Batum Has had one of the sharpest fantasy declines in recent memory. It's hard to see Batum playing meaningful minutes with Charlotte focusing on youth.,"SF,PF",CHA,10,12.4,0.407 (7.7/18.9),0.840 (2.1/2.5),4.1,21.6,19.4,16.1,3.4,2.1,6.2,-8.46,18.9,7.7,2.5,2.1
407,Alen Smailagic,PF,GSW,10,8.2,0.484 (12.2/25.2),0.857 (9.6/11.2),1.7,35.6,16.5,7.8,1.7,2.6,6.9,-8.48,25.2,12.2,11.2,9.6
408,Carsen Edwards There's no clear path for Edwards to be fantasy relevant this season,PG,BOS,20,9.1,0.347 (22.2/64.0),0.721 (8.8/12.2),14.2,67.4,26.4,12.0,4.0,2.0,8.0,-8.48,64.0,22.2,12.2,8.8
409,Norvel Pelle,C,PHI,16,4.7,0.495 (7.7/15.5),0.517 (2.4/4.6),0.0,17.8,23.2,2.4,0.8,9.3,6.2,-8.49,15.5,7.7,4.6,2.4
410,Deonte Burton,"SG,SF",OKL,30,7.6,0.345 (27.6/80.1),0.567 (5.1/9.0),7.5,67.5,37.5,9.9,5.1,7.5,12.6,-8.49,80.1,27.6,9.0,5.1
411,Zeke Nnaji,PF,DEN,15,7.1,0.477 (15.8/33.0),0.743 (8.3/11.1),1.5,41.3,27.0,3.0,3.0,3.0,12.0,-8.50,33.0,15.8,11.1,8.3
412,Nico Mannion,PG,GSW,18,8.7,0.395 (23.4/59.2),0.755 (7.2/9.5),9.0,63.0,16.2,19.8,3.6,0.2,12.6,-8.50,59.2,23.4,9.5,7.2
413,Javonte Green,PG,BOS,12,8.4,0.469 (13.7/29.2),0.671 (6.4/9.5),2.2,35.8,19.9,5.3,5.3,2.2,5.3,-8.51,29.2,13.7,9.5,6.4
414,Sam Merrill,SG,MIL,18,8.7,0.421 (22.0/52.2),0.800 (4.3/5.4),3.6,51.8,19.8,18.0,3.6,0.4,14.4,-8.52,52.2,22.0,5.4,4.3
415,Dean Wade,PG,CLE,10,5.6,0.682 (7.5/11.0),0.667 (0.6/0.9),1.9,17.4,14.0,1.9,1.9,2.8,1.9,-8.54,11.0,7.5,0.9,0.6
416,Udoka Azubuike,C,UTA,18,6.0,0.563 (16.2/28.8),0.421 (7.2/17.1),0.0,39.6,41.4,3.6,3.6,7.2,7.2,-8.56,28.8,16.2,17.1,7.2
417,Melvin Frazier Jr.,SG,ORL,14,5.7,0.445 (9.7/21.7),0.529 (1.3/2.4),4.9,25.3,6.0,2.4,6.0,1.3,3.6,-8.58,21.7,9.7,2.4,1.3
418,Juwan Morgan,PF,UTA,20,6.8,0.440 (14.8/33.6),0.688 (2.2/3.2),2.2,34.0,29.8,6.4,0.0,2.2,6.4,-8.62,33.6,14.8,3.2,2.2
419,Nick Richards,C,CHA,10,6.5,0.544 (9.8/18.0),0.714 (5.0/7.0),0.0,24.6,19.0,2.0,1.0,3.0,5.0,-8.62,18.0,9.8,7.0,5.0
420,Mfiondu Kabengele,C,LAC,10,4.5,0.444 (10.0/22.5),0.750 (3.3/4.4),6.7,30.0,7.5,1.7,1.7,1.7,1.7,-8.63,22.5,10.0,4.4,3.3
421,Adam Mokoka,SG,CHI,10,8.0,0.440 (10.9/24.8),0.625 (2.0/3.2),5.0,28.7,8.9,4.0,4.0,0.0,2.0,-8.65,24.8,10.9,3.2,2.0
422,Tre Jones,PG,SAS,10,8.2,0.403 (12.1/30.0),0.733 (4.4/6.0),4.0,32.6,12.0,12.0,3.0,0.1,6.0,-8.65,30.0,12.1,6.0,4.4
423,Alize Johnson,"SF,PF",IND,10,7.1,0.411 (7.2/17.5),0.661 (4.1/6.2),2.1,20.6,28.8,4.1,2.1,1.0,4.1,-8.67,17.5,7.2,6.2,4.1
424,Khyri Thomas,SG,ATL,25,6.8,0.335 (14.0/41.8),0.600 (6.0/10.0),11.8,46.3,2.0,8.0,8.0,0.0,8.0,-8.67,41.8,14.0,10.0,6.0
425,Miye Oni,SG,UTA,8,8.7,0.392 (8.0/20.4),0.800 (2.6/3.2),4.5,23.0,10.9,2.6,2.6,1.3,2.6,-8.67,20.4,8.0,3.2,2.6
426,,,HOU,10,6.0,0.446 (7.5/16.8),0.733 (2.2/3.0),1.0,18.2,16.0,2.0,2.0,2.0,5.4,-8.69,16.8,7.5,3.0,2.2
427,Terance Mann,SF,LAC,16,3.5,0.474 (5.8/12.2),0.727 (2.6/3.5),1.3,15.2,8.3,8.3,1.9,0.6,2.6,-8.71,12.2,5.8,3.5,2.6
428,Jaden McDaniels,PF,MIN,10,6.0,0.400 (10.0/25.0),0.733 (2.2/3.0),2.0,24.2,12.0,4.0,2.0,2.0,6.0,-8.72,25.0,10.0,3.0,2.2
429,Matt Thomas,SG,TOR,8,6.2,0.486 (8.3/17.1),0.750 (1.0/1.3),5.1,22.7,7.0,2.3,1.0,0.0,1.8,-8.72,17.1,8.3,1.3,1.0
430,Jahmi'us Ramsey,SG,SAC,10,6.1,0.423 (11.0/26.0),0.675 (2.7/4.0),4.0,28.7,9.0,4.0,2.0,1.0,5.0,-8.72,26.0,11.0,4.0,2.7
431,Ignas Brazdeikis,SF,NYK,18,5.2,0.382 (15.1/39.6),0.800 (7.9/9.9),5.2,43.4,8.3,6.7,0.0,1.6,3.2,-8.73,39.6,15.1,9.9,7.9
432,Damian Jones,C,PHX,10,4.1,0.650 (5.2/8.0),0.711 (2.7/3.8),0.1,13.2,9.1,0.9,0.9,1.4,1.4,-8.74,8.0,5.2,3.8,2.7
433,Rayjon Tucker,SF,UTA,20,5.4,0.441 (12.6/28.6),0.826 (11.4/13.8),1.2,37.6,11.4,2.6,0.0,0.0,5.0,-8.75,28.6,12.6,13.8,11.4
434,Theo Pinson,SF,NYK,10,7.1,0.321 (9.0/28.0),0.744 (3.2/4.3),3.2,24.3,10.2,10.9,3.2,0.6,6.4,-8.76,28.0,9.0,4.3,3.2
435,Oshae Brissett,"SF,PF",TOR,10,6.1,0.368 (6.0/16.3),0.791 (3.4/4.3),1.7,17.2,12.0,3.4,1.7,0.9,3.4,-8.77,16.3,6.0,4.3,3.4
436,Joakim Noah,"PF,C",LAC,6,7.2,0.504 (3.5/6.9),0.729 (5.2/7.1),0.0,12.1,13.8,6.1,0.8,0.8,5.2,-8.77,6.9,3.5,7.1,5.2
437,Talen Horton-Tucker,"SG,SF",LAL,4,7.8,0.459 (5.4/11.8),0.537 (0.9/1.6),1.6,13.4,2.6,2.4,3.1,0.5,2.4,-8.78,11.8,5.4,1.6,0.9
438,Quinndary Weatherspoon,SG,SAS,10,7.0,0.333 (5.0/15.0),0.633 (1.9/3.0),1.0,12.9,6.0,10.0,3.0,1.0,5.0,-8.78,15.0,5.0,3.0,1.9
439  1 1,Jacob Evans III,SG,NYK,10,5.8,0.344 (6.4/18.6),0.810 (3.4/4.2),1.9,18.2,5.7,4.2,1.5,1.5,3.4,-8.80,18.6,6.4,4.2,3.4
440  1 1,Johnathan Motley,SF,LAC,6,3.1,0.672 (4.7/7.0),0.709 (2.3/3.3),0.6,12.2,4.1,2.9,1.1,0.0,2.3,-8.80,7.0,4.7,3.3,2.3
441,Louis King,PF,DET,8,5.4,0.394 (5.4/13.6),0.655 (1.5/2.3),3.1,15.4,7.8,3.8,1.5,0.0,1.5,-8.80,13.6,5.4,2.3,1.5
442,Frank Mason III,PG,MIL,6,4.7,0.454 (5.6/12.3),0.629 (2.3/3.7),1.5,15.1,4.7,6.9,1.3,0.2,2.6,-8.81,12.3,5.6,3.7,2.3
443,B.J. Johnson,SF,ORL,7,7.2,0.375 (5.5/14.6),0.788 (5.5/6.9),1.8,18.2,9.1,1.8,1.8,0.0,3.6,-8.81,14.6,5.5,6.9,5.5
444,Jarred Vanderbilt,SF,MIN,8,4.2,0.479 (2.8/5.8),0.714 (0.8/1.1),0.0,6.5,6.6,1.4,2.2,0.7,5.8,-8.81,5.8,2.8,1.1,0.8
